,GameId,Date,TeamId,OppId,TeamScore,OppScore,TeamPoss,OppPoss,Team,Opp,Home
0,0022300061,2023-10-24,1610612743,1610612747,119,107,95,94,DEN,LAL,True
1,0022300062,2023-10-24,1610612744,1610612756,104,108,101,99,GSW,PHX,True
0,0022300061,2023-10-24,1610612747,1610612743,107,119,94,95,LAL,DEN,False
1,0022300062,2023-10-24,1610612756,1610612744,108,104,99,101,PHX,GSW,False
11,0022300072,2023-10-25,1610612758,1610612762,130,114,105,104,SAC,UTA,False
12,0022300073,2023-10-25,1610612742,1610612759,126,119,106,107,DAL,SAS,False
13,0022300074,2023-10-25,1610612757,1610612746,111,123,98,99,POR,LAC,False
8,0022300069,2023-10-25,1610612750,1610612761,94,97,100,99,MIN,TOR,False
7,0022300068,2023-10-25,1610612765,1610612748,102,103,94,95,DET,MIA,False
6,0022300067,2023-10-25,1610612739,1610612751,114,113,99,98,CLE,BKN,False
5,0022300066,2023-10-25,1610612745,1610612753,86,116,95,94,HOU,ORL,False
4,0022300065,2023-10-25,1610612738,1610612752,108,104,95,96,BOS,NYK,False
3,0022300064,2023-10-25,1610612764,1610612754,120,143,110,109,WAS,IND,False
2,0022300063,2023-10-25,1610612737,1610612766,110,116,104,103,ATL,CHA,False
10,0022300071,2023-10-25,1610612740,1610612763,111,104,103,102,NOP,MEM,False
9,0022300070,2023-10-25,1610612760,1610612741,124,104,99,99,OKC,CHI,False
13,0022300074,2023-10-25,1610612746,1610612757,123,111,99,98,LAC,POR,True
12,0022300073,2023-10-25,1610612759,1610612742,119,126,107,106,SAS,DAL,True
11,0022300072,2023-10-25,1610612762,1610612758,114,130,104,105,UTA,SAC,True
10,0022300071,2023-10-25,1610612763,1610612740,104,111,102,103,MEM,NOP,True
9,0022300070,2023-10-25,1610612741,1610612760,104,124,99,99,CHI,OKC,True
8,0022300069,2023-10-25,1610612761,1610612750,97,94,99,100,TOR,MIN,True
7,0022300068,2023-10-25,1610612748,1610612765,103,102,95,94,MIA,DET,True
6,0022300067,2023-10-25,1610612751,1610612739,113,114,98,99,BKN,CLE,True
5,0022300066,2023-10-25,1610612753,1610612745,116,86,94,95,ORL,HOU,True
4,0022300065,2023-10-25,1610612752,1610612738,104,108,96,95,NYK,BOS,True
3,0022300064,2023-10-25,1610612754,1610612764,143,120,109,110,IND,WAS,True
2,0022300063,2023-10-25,1610612766,1610612737,116,110,103,104,CHA,ATL,True
15,0022300076,2023-10-26,1610612756,1610612747,95,100,103,103,PHX,LAL,False
14,0022300075,2023-10-26,1610612755,1610612749,117,118,103,104,PHI,MIL,False
14,0022300075,2023-10-26,1610612749,1610612755,118,117,104,103,MIL,PHI,True
15,0022300076,2023-10-26,1610612747,1610612756,100,95,103,103,LAL,PHX,True
26,0022300087,2023-10-27,1610612744,1610612758,122,114,104,103,GSW,SAC,False
17,0022300078,2023-10-27,1610612743,1610612763,108,104,101,102,DEN,MEM,False
18,0022300079,2023-10-27,1610612752,1610612737,126,120,105,103,NYK,ATL,False
19,0022300080,2023-10-27,1610612748,1610612738,111,119,99,99,MIA,BOS,False
25,0022300086,2023-10-27,1610612753,1610612757,102,97,95,95,ORL,POR,False
24,0022300085,2023-10-27,1610612746,1610612762,118,120,99,99,LAC,UTA,False
23,0022300084,2023-10-27,1610612751,1610612742,120,125,100,100,BKN,DAL,False
22,0022300083,2023-10-27,1610612745,1610612759,122,126,110,108,HOU,SAS,False
16,0022300077,2023-10-27,1610612765,1610612766,111,99,106,105,DET,CHA,False
21,0022300082,2023-10-27,1610612761,1610612741,103,104,106,107,TOR,CHI,False
20,0022300081,2023-10-27,1610612760,1610612739,108,105,103,105,OKC,CLE,False
25,0022300086,2023-10-27,1610612757,1610612753,97,102,95,95,POR,ORL,True
18,0022300079,2023-10-27,1610612737,1610612752,120,126,103,105,ATL,NYK,True
19,0022300080,2023-10-27,1610612738,1610612748,119,111,99,99,BOS,MIA,True
20,0022300081,2023-10-27,1610612739,1610612760,105,108,105,103,CLE,OKC,True
17,0022300078,2023-10-27,1610612763,1610612743,104,108,102,101,MEM,DEN,True
24,0022300085,2023-10-27,1610612762,1610612746,120,118,99,99,UTA,LAC,True
23,0022300084,2023-10-27,1610612742,1610612751,125,120,100,100,DAL,BKN,True
26,0022300087,2023-10-27,1610612758,1610612744,114,122,103,104,SAC,GSW,True
21,0022300082,2023-10-27,1610612741,1610612761,104,103,107,106,CHI,TOR,True
22,0022300083,2023-10-27,1610612759,1610612745,126,122,108,110,SAS,HOU,True
16,0022300077,2023-10-27,1610612766,1610612765,99,111,105,106,CHA,DET,True
27,0022300088,2023-10-28,1610612741,1610612765,102,118,92,92,CHI,DET,False
33,0022300094,2023-10-28,1610612762,1610612756,104,126,99,100,UTA,PHX,False
28,0022300089,2023-10-28,1610612763,1610612764,106,113,102,103,MEM,WAS,False
27,0022300088,2023-10-28,1610612765,1610612741,118,102,92,92,DET,CHI,True
28,0022300089,2023-10-28,1610612764,1610612763,113,106,103,102,WAS,MEM,True
29,0022300090,2023-10-28,1610612740,1610612752,96,87,99,99,NOP,NYK,True
30,0022300091,2023-10-28,1610612739,1610612754,113,125,98,98,CLE,IND,True
31,0022300092,2023-10-28,1610612761,1610612755,107,114,92,93,TOR,PHI,True
32,0022300093,2023-10-28,1610612750,1610612748,106,90,98,98,MIN,MIA,True
33,0022300094,2023-10-28,1610612756,1610612762,126,104,100,99,PHX,UTA,True
29,0022300090,2023-10-28,1610612752,1610612740,87,96,99,99,NYK,NOP,False
30,0022300091,2023-10-28,1610612754,1610612739,125,113,98,98,IND,CLE,False
31,0022300092,2023-10-28,1610612755,1610612761,114,107,93,92,PHI,TOR,False
32,0022300093,2023-10-28,1610612748,1610612750,90,106,98,98,MIA,MIN,False
34,0022300095,2023-10-29,1610612743,1610612760,128,95,95,95,DEN,OKC,False
35,0022300096,2023-10-29,1610612744,1610612745,106,95,93,93,GSW,HOU,False
36,0022300097,2023-10-29,1610612737,1610612749,127,110,102,102,ATL,MIL,False
37,0022300098,2023-10-29,1610612757,1610612755,98,126,102,102,POR,PHI,False
38,0022300099,2023-10-29,1610612759,1610612746,83,123,102,103,SAS,LAC,False
39,0022300100,2023-10-29,1610612747,1610612758,127,132,112,113,LAL,SAC,False
38,0022300099,2023-10-29,1610612746,1610612759,123,83,103,102,LAC,SAS,True
37,0022300098,2023-10-29,1610612755,1610612757,126,98,102,102,PHI,POR,True
36,0022300097,2023-10-29,1610612749,1610612737,110,127,102,102,MIL,ATL,True
39,0022300100,2023-10-29,1610612758,1610612747,132,127,113,112,SAC,LAL,True
35,0022300096,2023-10-29,1610612745,1610612744,95,106,93,93,HOU,GSW,True
34,0022300095,2023-10-29,1610612760,1610612743,95,128,95,95,OKC,DEN,True
43,0022300104,2023-10-30,1610612737,1610612750,127,113,97,99,ATL,MIN,True
44,0022300105,2023-10-30,1610612761,1610612757,91,99,92,93,TOR,POR,True
42,0022300103,2023-10-30,1610612764,1610612738,107,126,102,104,WAS,BOS,True
46,0022300107,2023-10-30,1610612749,1610612748,122,114,103,102,MIL,MIA,True
47,0022300108,2023-10-30,1610612740,1610612744,102,130,100,100,NOP,GSW,True
48,0022300109,2023-10-30,1610612760,1610612765,124,112,103,102,OKC,DET,True
49,0022300110,2023-10-30,1610612743,1610612762,110,102,98,97,DEN,UTA,True
50,0022300111,2023-10-30,1610612747,1610612753,106,103,98,99,LAL,ORL,True
45,0022300106,2023-10-30,1610612763,1610612742,110,125,100,101,MEM,DAL,True
40,0022300101,2023-10-30,1610612766,1610612751,121,133,105,104,CHA,BKN,True
41,0022300102,2023-10-30,1610612754,1610612741,105,112,102,102,IND,CHI,True
48,0022300109,2023-10-30,1610612765,1610612760,112,124,102,103,DET,OKC,False
45,0022300106,2023-10-30,1610612742,1610612763,125,110,101,100,DAL,MEM,False
44,0022300105,2023-10-30,1610612757,1610612761,99,91,93,92,POR,TOR,False
43,0022300104,2023-10-30,1610612750,1610612737,113,127,99,97,MIN,ATL,False
42,0022300103,2023-10-30,1610612738,1610612764,126,107,104,102,BOS,WAS,False
41,0022300102,2023-10-30,1610612741,1610612754,112,105,102,102,CHI,IND,False
40,0022300101,2023-10-30,1610612751,1610612766,133,121,104,105,BKN,CHA,False
46,0022300107,2023-10-30,1610612748,1610612749,114,122,102,103,MIA,MIL,False
47,0022300108,2023-10-30,1610612744,1610612740,130,102,100,100,GSW,NOP,False
50,0022300111,2023-10-30,1610612753,1610612747,103,106,99,98,ORL,LAL,False
49,0022300110,2023-10-30,1610612762,1610612743,102,110,97,98,UTA,DEN,False
51,0022300112,2023-10-31,1610612752,1610612739,109,91,95,95,NYK,CLE,False
52,0022300113,2023-10-31,1610612759,1610612756,115,114,99,99,SAS,PHX,False
53,0022300114,2023-10-31,1610612753,1610612746,102,118,103,105,ORL,LAC,False
51,0022300112,2023-10-31,1610612739,1610612752,91,109,95,95,CLE,NYK,True
52,0022300113,2023-10-31,1610612756,1610612759,114,115,99,99,PHX,SAS,True
53,0022300114,2023-10-31,1610612746,1610612753,118,102,105,103,LAC,ORL,True
62,0022300123,2023-11-01,1610612750,1610612743,110,89,98,97,MIN,DEN,True
56,0022300117,2023-11-01,1610612737,1610612764,130,121,110,110,ATL,WAS,True
63,0022300124,2023-11-01,1610612742,1610612741,114,105,94,94,DAL,CHI,True
58,0022300119,2023-11-01,1610612748,1610612751,105,109,102,100,MIA,BKN,True
59,0022300120,2023-11-01,1610612752,1610612739,89,95,94,94,NYK,CLE,True
60,0022300121,2023-11-01,1610612760,1610612740,106,110,103,102,OKC,NOP,True
61,0022300122,2023-11-01,1610612745,1610612766,128,119,101,101,HOU,CHA,True
64,0022300125,2023-11-01,1610612762,1610612763,133,109,107,108,UTA,MEM,True
55,0022300116,2023-11-01,1610612761,1610612749,130,111,97,96,TOR,MIL,True
57,0022300118,2023-11-01,1610612738,1610612754,155,104,107,106,BOS,IND,True
66,0022300127,2023-11-01,1610612747,1610612746,130,125,109,108,LAL,LAC,True
62,0022300123,2023-11-01,1610612743,1610612750,89,110,97,98,DEN,MIN,False
54,0022300115,2023-11-01,1610612757,1610612765,110,101,105,104,POR,DET,False
55,0022300116,2023-11-01,1610612749,1610612761,111,130,96,97,MIL,TOR,False
65,0022300126,2023-11-01,1610612744,1610612758,102,101,96,95,GSW,SAC,True
56,0022300117,2023-11-01,1610612764,1610612737,121,130,110,110,WAS,ATL,False
66,0022300127,2023-11-01,1610612746,1610612747,125,130,108,109,LAC,LAL,False
65,0022300126,2023-11-01,1610612758,1610612744,101,102,95,96,SAC,GSW,False
64,0022300125,2023-11-01,1610612763,1610612762,109,133,108,107,MEM,UTA,False
63,0022300124,2023-11-01,1610612741,1610612742,105,114,94,94,CHI,DAL,False
54,0022300115,2023-11-01,1610612765,1610612757,101,110,104,105,DET,POR,True
61,0022300122,2023-11-01,1610612766,1610612745,119,128,101,101,CHA,HOU,False
60,0022300121,2023-11-01,1610612740,1610612760,110,106,102,103,NOP,OKC,False
59,0022300120,2023-11-01,1610612739,1610612752,95,89,94,94,CLE,NYK,False
58,0022300119,2023-11-01,1610612751,1610612748,109,105,100,102,BKN,MIA,False
57,0022300118,2023-11-01,1610612754,1610612738,104,155,106,107,IND,BOS,False
67,0022300128,2023-11-02,1610612755,1610612761,114,99,96,95,PHI,TOR,True
69,0022300130,2023-11-02,1610612753,1610612762,115,113,105,105,ORL,UTA,False
70,0022300131,2023-11-02,1610612759,1610612756,132,121,100,99,SAS,PHX,False
67,0022300128,2023-11-02,1610612761,1610612755,99,114,95,96,TOR,PHI,False
68,0022300129,2023-11-02,1610612765,1610612740,116,125,99,99,DET,NOP,False
68,0022300129,2023-11-02,1610612740,1610612765,125,116,99,99,NOP,DET,True
70,0022300131,2023-11-02,1610612756,1610612759,121,132,99,100,PHX,SAS,True
69,0022300130,2023-11-02,1610612762,1610612753,113,115,105,105,UTA,ORL,True
73,0022300003,2023-11-03,1610612764,1610612748,114,121,101,101,WAS,MIA,False
74,0022300004,2023-11-03,1610612751,1610612741,109,107,93,95,BKN,CHI,False
71,0022300001,2023-11-03,1610612739,1610612754,116,121,101,102,CLE,IND,False
72,0022300002,2023-11-03,1610612752,1610612749,105,110,99,99,NYK,MIL,False
75,0022300005,2023-11-03,1610612744,1610612760,141,139,103,104,GSW,OKC,False
77,0022300007,2023-11-03,1610612757,1610612763,115,113,106,106,POR,MEM,True
76,0022300006,2023-11-03,1610612743,1610612742,125,114,97,96,DEN,DAL,True
77,0022300007,2023-11-03,1610612763,1610612757,113,115,106,106,MEM,POR,False
75,0022300005,2023-11-03,1610612760,1610612744,139,141,104,103,OKC,GSW,True
74,0022300004,2023-11-03,1610612741,1610612751,107,109,95,93,CHI,BKN,True
73,0022300003,2023-11-03,1610612748,1610612764,121,114,101,101,MIA,WAS,True
72,0022300002,2023-11-03,1610612749,1610612752,110,105,99,99,MIL,NYK,True
71,0022300001,2023-11-03,1610612754,1610612739,121,116,102,101,IND,CLE,True
76,0022300006,2023-11-03,1610612742,1610612743,114,125,96,97,DAL,DEN,False
82,0022300136,2023-11-04,1610612738,1610612751,124,114,100,99,BOS,BKN,False
80,0022300134,2023-11-04,1610612747,1610612753,101,120,96,97,LAL,ORL,False
78,0022300132,2023-11-04,1610612756,1610612755,100,112,98,98,PHX,PHI,False
83,0022300137,2023-11-04,1610612758,1610612745,89,107,94,94,SAC,HOU,False
84,0022300138,2023-11-04,1610612762,1610612750,95,123,96,95,UTA,MIN,False
85,0022300139,2023-11-04,1610612743,1610612741,123,101,98,97,DEN,CHI,True
79,0022300133,2023-11-04,1610612766,1610612754,125,124,98,99,CHA,IND,False
84,0022300138,2023-11-04,1610612750,1610612762,123,95,95,96,MIN,UTA,True
83,0022300137,2023-11-04,1610612745,1610612758,107,89,94,94,HOU,SAC,True
82,0022300136,2023-11-04,1610612751,1610612738,114,124,99,100,BKN,BOS,True
81,0022300135,2023-11-04,1610612740,1610612737,105,123,94,95,NOP,ATL,True
80,0022300134,2023-11-04,1610612753,1610612747,120,101,97,96,ORL,LAL,True
79,0022300133,2023-11-04,1610612754,1610612766,124,125,99,98,IND,CHA,True
78,0022300132,2023-11-04,1610612755,1610612756,112,100,98,98,PHI,PHX,True
85,0022300139,2023-11-04,1610612741,1610612743,101,123,97,98,CHI,DEN,False
81,0022300135,2023-11-04,1610612737,1610612740,123,105,95,94,ATL,NOP,False
90,0022300144,2023-11-05,1610612763,1610612757,112,100,98,99,MEM,POR,False
89,0022300142,2023-11-05,1610612744,1610612739,104,115,102,101,GSW,CLE,False
88,0022300143,2023-11-05,1610612766,1610612742,118,124,101,102,CHA,DAL,False
86,0022300140,2023-11-05,1610612756,1610612765,120,106,97,97,PHX,DET,False
87,0022300141,2023-11-05,1610612761,1610612759,123,116,107,106,TOR,SAS,False
86,0022300140,2023-11-05,1610612765,1610612756,106,120,97,97,DET,PHX,True
87,0022300141,2023-11-05,1610612759,1610612761,116,123,106,107,SAS,TOR,True
88,0022300143,2023-11-05,1610612742,1610612766,124,118,102,101,DAL,CHA,True
90,0022300144,2023-11-05,1610612757,1610612763,100,112,99,98,POR,MEM,True
89,0022300142,2023-11-05,1610612739,1610612744,115,104,101,102,CLE,GSW,True
101,0022300155,2023-11-06,1610612760,1610612737,126,117,106,105,OKC,ATL,True
91,0022300145,2023-11-06,1610612744,1610612765,120,109,96,96,GSW,DET,False
92,0022300146,2023-11-06,1610612759,1610612754,111,152,105,106,SAS,IND,False
93,0022300147,2023-11-06,1610612742,1610612753,117,102,99,99,DAL,ORL,False
94,0022300148,2023-11-06,1610612764,1610612755,128,146,110,110,WAS,PHI,False
95,0022300149,2023-11-06,1610612749,1610612751,129,125,102,102,MIL,BKN,False
96,0022300150,2023-11-06,1610612747,1610612748,107,108,97,98,LAL,MIA,False
97,0022300151,2023-11-06,1610612746,1610612752,97,111,96,96,LAC,NYK,False
98,0022300152,2023-11-06,1610612762,1610612741,113,130,99,99,UTA,CHI,False
99,0022300153,2023-11-06,1610612758,1610612745,97,122,91,93,SAC,HOU,False
101,0022300155,2023-11-06,1610612737,1610612760,117,126,105,106,ATL,OKC,False
102,0022300156,2023-11-06,1610612743,1610612740,134,116,100,98,DEN,NOP,True
102,0022300156,2023-11-06,1610612740,1610612743,116,134,98,100,NOP,DEN,False
91,0022300145,2023-11-06,1610612765,1610612744,109,120,96,96,DET,GSW,True
92,0022300146,2023-11-06,1610612754,1610612759,152,111,106,105,IND,SAS,True
93,0022300147,2023-11-06,1610612753,1610612742,102,117,99,99,ORL,DAL,True
94,0022300148,2023-11-06,1610612755,1610612764,146,128,110,110,PHI,WAS,True
95,0022300149,2023-11-06,1610612751,1610612749,125,129,102,102,BKN,MIL,True
96,0022300150,2023-11-06,1610612748,1610612747,108,107,98,97,MIA,LAL,True
97,0022300151,2023-11-06,1610612752,1610612746,111,97,96,96,NYK,LAC,True
98,0022300152,2023-11-06,1610612741,1610612762,130,113,99,99,CHI,UTA,True
99,0022300153,2023-11-06,1610612745,1610612758,122,97,93,91,HOU,SAC,True
100,0022300154,2023-11-06,1610612738,1610612750,109,114,108,110,BOS,MIN,False
100,0022300154,2023-11-06,1610612750,1610612738,114,109,110,108,MIN,BOS,True
114,0022300168,2023-11-08,1610612742,1610612761,114,117,103,103,DAL,TOR,True
104,0022300158,2023-11-08,1610612762,1610612754,118,134,104,106,UTA,IND,False
105,0022300159,2023-11-08,1610612738,1610612755,103,106,101,102,BOS,PHI,False
106,0022300160,2023-11-08,1610612746,1610612751,93,100,97,97,LAC,BKN,False
107,0022300161,2023-11-08,1610612759,1610612752,97,116,97,98,SAS,NYK,False
109,0022300163,2023-11-08,1610612747,1610612745,94,120,99,98,LAL,HOU,False
103,0022300157,2023-11-08,1610612764,1610612766,132,116,101,101,WAS,CHA,False
108,0022300162,2023-11-08,1610612756,1610612741,108,111,107,108,PHX,CHI,False
111,0022300165,2023-11-08,1610612765,1610612749,116,120,106,106,DET,MIL,False
107,0022300161,2023-11-08,1610612752,1610612759,116,97,98,97,NYK,SAS,True
103,0022300157,2023-11-08,1610612766,1610612764,116,132,101,101,CHA,WAS,True
104,0022300158,2023-11-08,1610612754,1610612762,134,118,106,104,IND,UTA,True
105,0022300159,2023-11-08,1610612755,1610612738,106,103,102,101,PHI,BOS,True
110,0022300164,2023-11-08,1610612748,1610612763,106,98,100,98,MIA,MEM,False
116,0022300170,2023-11-08,1610612757,1610612758,118,121,106,107,POR,SAC,False
106,0022300160,2023-11-08,1610612751,1610612746,100,93,97,97,BKN,LAC,True
114,0022300168,2023-11-08,1610612761,1610612742,117,114,103,103,TOR,DAL,False
113,0022300167,2023-11-08,1610612739,1610612760,114,124,103,104,CLE,OKC,False
115,0022300169,2023-11-08,1610612744,1610612743,105,108,95,95,GSW,DEN,False
108,0022300162,2023-11-08,1610612741,1610612756,111,108,108,107,CHI,PHX,True
115,0022300169,2023-11-08,1610612743,1610612744,108,105,95,95,DEN,GSW,True
112,0022300166,2023-11-08,1610612740,1610612750,97,118,102,102,NOP,MIN,False
113,0022300167,2023-11-08,1610612760,1610612739,124,114,104,103,OKC,CLE,True
112,0022300166,2023-11-08,1610612750,1610612740,118,97,102,102,MIN,NOP,True
109,0022300163,2023-11-08,1610612745,1610612747,120,94,98,99,HOU,LAL,True
111,0022300165,2023-11-08,1610612749,1610612765,120,116,106,106,MIL,DET,True
110,0022300164,2023-11-08,1610612763,1610612748,98,106,98,100,MEM,MIA,True
116,0022300170,2023-11-08,1610612758,1610612757,121,118,107,106,SAC,POR,True
117,0022300171,2023-11-09,1610612754,1610612749,126,124,100,101,IND,MIL,True
118,0022300172,2023-11-09,1610612737,1610612753,120,119,104,103,ATL,ORL,False
117,0022300171,2023-11-09,1610612749,1610612754,124,126,101,100,MIL,IND,False
118,0022300172,2023-11-09,1610612753,1610612737,119,120,103,104,ORL,ATL,True
122,0022300011,2023-11-10,1610612740,1610612745,101,104,96,95,NOP,HOU,False
127,0022300016,2023-11-10,1610612760,1610612758,98,105,98,99,OKC,SAC,False
126,0022300015,2023-11-10,1610612747,1610612756,122,119,97,97,LAL,PHX,False
125,0022300014,2023-11-10,1610612746,1610612742,126,144,97,98,LAC,DAL,False
119,0022300008,2023-11-10,1610612755,1610612765,114,106,98,98,PHI,DET,False
121,0022300010,2023-11-10,1610612751,1610612738,107,121,95,96,BKN,BOS,False
120,0022300009,2023-11-10,1610612766,1610612764,124,117,102,101,CHA,WAS,False
123,0022300012,2023-11-10,1610612762,1610612763,127,121,99,100,UTA,MEM,False
119,0022300008,2023-11-10,1610612765,1610612755,106,114,98,98,DET,PHI,True
120,0022300009,2023-11-10,1610612764,1610612766,117,124,101,102,WAS,CHA,True
121,0022300010,2023-11-10,1610612738,1610612751,121,107,96,95,BOS,BKN,True
122,0022300011,2023-11-10,1610612745,1610612740,104,101,95,96,HOU,NOP,True
123,0022300012,2023-11-10,1610612763,1610612762,121,127,100,99,MEM,UTA,True
124,0022300013,2023-11-10,1610612759,1610612750,110,117,104,103,SAS,MIN,True
125,0022300014,2023-11-10,1610612742,1610612746,144,126,98,97,DAL,LAC,True
126,0022300015,2023-11-10,1610612756,1610612747,119,122,97,97,PHX,LAL,True
127,0022300016,2023-11-10,1610612758,1610612760,105,98,99,98,SAC,OKC,True
124,0022300013,2023-11-10,1610612750,1610612759,117,110,103,104,MIN,SAS,False
131,0022300173,2023-11-11,1610612753,1610612749,112,97,99,99,ORL,MIL,True
130,0022300176,2023-11-11,1610612744,1610612739,104,112,103,104,GSW,CLE,True
129,0022300175,2023-11-11,1610612737,1610612748,101,111,102,103,ATL,MIA,True
128,0022300174,2023-11-11,1610612738,1610612761,117,94,96,95,BOS,TOR,True
129,0022300175,2023-11-11,1610612748,1610612737,111,101,103,102,MIA,ATL,False
130,0022300176,2023-11-11,1610612739,1610612744,112,104,104,103,CLE,GSW,False
131,0022300173,2023-11-11,1610612749,1610612753,97,112,99,99,MIL,ORL,False
128,0022300174,2023-11-11,1610612761,1610612738,94,117,95,96,TOR,BOS,False
140,0022300185,2023-11-12,1610612756,1610612760,99,111,95,95,PHX,OKC,True
140,0022300185,2023-11-12,1610612760,1610612756,111,99,95,95,OKC,PHX,False
133,0022300178,2023-11-12,1610612764,1610612751,94,102,101,101,WAS,BKN,False
141,0022300186,2023-11-12,1610612744,1610612750,110,116,100,99,GSW,MIN,True
142,0022300187,2023-11-12,1610612747,1610612757,116,110,101,100,LAL,POR,True
138,0022300183,2023-11-12,1610612740,1610612742,124,136,106,108,NOP,DAL,True
137,0022300182,2023-11-12,1610612745,1610612743,107,104,93,94,HOU,DEN,True
136,0022300181,2023-11-12,1610612741,1610612765,119,108,96,96,CHI,DET,True
135,0022300180,2023-11-12,1610612755,1610612754,137,126,99,100,PHI,IND,True
134,0022300179,2023-11-12,1610612746,1610612763,101,105,95,95,LAC,MEM,True
133,0022300178,2023-11-12,1610612751,1610612764,102,94,101,101,BKN,WAS,True
132,0022300177,2023-11-12,1610612766,1610612752,107,129,93,93,CHA,NYK,False
132,0022300177,2023-11-12,1610612752,1610612766,129,107,93,93,NYK,CHA,True
136,0022300181,2023-11-12,1610612765,1610612741,108,119,96,96,DET,CHI,False
134,0022300179,2023-11-12,1610612763,1610612746,105,101,95,95,MEM,LAC,False
135,0022300180,2023-11-12,1610612754,1610612755,126,137,100,99,IND,PHI,False
137,0022300182,2023-11-12,1610612743,1610612745,104,107,94,93,DEN,HOU,False
138,0022300183,2023-11-12,1610612742,1610612740,136,124,108,106,DAL,NOP,False
139,0022300184,2023-11-12,1610612748,1610612759,118,113,98,99,MIA,SAS,False
139,0022300184,2023-11-12,1610612759,1610612748,113,118,99,98,SAS,MIA,True
141,0022300186,2023-11-12,1610612750,1610612744,116,110,99,100,MIN,GSW,False
142,0022300187,2023-11-12,1610612757,1610612747,110,116,100,101,POR,LAL,False
143,0022300188,2023-11-13,1610612738,1610612752,114,98,85,85,BOS,NYK,True
144,0022300189,2023-11-13,1610612761,1610612764,111,107,102,100,TOR,WAS,True
145,0022300190,2023-11-13,1610612749,1610612741,118,109,98,97,MIL,CHI,True
146,0022300191,2023-11-13,1610612758,1610612739,132,120,96,94,SAC,CLE,True
143,0022300188,2023-11-13,1610612752,1610612738,98,114,85,85,NYK,BOS,False
144,0022300189,2023-11-13,1610612764,1610612761,107,111,100,102,WAS,TOR,False
145,0022300190,2023-11-13,1610612741,1610612749,109,118,97,98,CHI,MIL,False
146,0022300191,2023-11-13,1610612739,1610612758,120,132,94,96,CLE,SAC,False
155,0022300026,2023-11-14,1610612763,1610612747,107,134,97,95,MEM,LAL,False
152,0022300023,2023-11-14,1610612762,1610612757,115,99,100,98,UTA,POR,True
151,0022300022,2023-11-14,1610612740,1610612742,131,110,104,102,NOP,DAL,True
151,0022300022,2023-11-14,1610612742,1610612740,110,131,102,104,DAL,NOP,False
152,0022300023,2023-11-14,1610612757,1610612762,99,115,98,100,POR,UTA,False
153,0022300024,2023-11-14,1610612746,1610612743,108,111,93,94,LAC,DEN,False
154,0022300025,2023-11-14,1610612750,1610612744,104,101,95,97,MIN,GSW,False
155,0022300026,2023-11-14,1610612747,1610612763,134,107,95,97,LAL,MEM,True
156,0022300019,2023-11-14,1610612754,1610612755,132,126,107,108,IND,PHI,False
156,0022300019,2023-11-14,1610612755,1610612754,126,132,108,107,PHI,IND,True
150,0022300021,2023-11-14,1610612760,1610612759,123,87,104,105,OKC,SAS,True
149,0022300020,2023-11-14,1610612751,1610612753,124,104,94,94,BKN,ORL,True
148,0022300018,2023-11-14,1610612765,1610612737,120,126,102,101,DET,ATL,True
147,0022300017,2023-11-14,1610612766,1610612748,105,111,94,95,CHA,MIA,True
150,0022300021,2023-11-14,1610612759,1610612760,87,123,105,104,SAS,OKC,False
149,0022300020,2023-11-14,1610612753,1610612751,104,124,94,94,ORL,BKN,False
148,0022300018,2023-11-14,1610612737,1610612765,126,120,101,102,ATL,DET,False
147,0022300017,2023-11-14,1610612748,1610612766,111,105,95,94,MIA,CHA,False
153,0022300024,2023-11-14,1610612743,1610612746,111,108,94,93,DEN,LAC,True
154,0022300025,2023-11-14,1610612744,1610612750,101,104,97,95,GSW,MIN,True
158,0022300193,2023-11-15,1610612752,1610612737,116,114,94,94,NYK,ATL,False
157,0022300192,2023-11-15,1610612764,1610612742,117,130,101,103,WAS,DAL,True
158,0022300193,2023-11-15,1610612737,1610612752,114,116,94,94,ATL,NYK,True
159,0022300195,2023-11-15,1610612761,1610612749,112,128,98,99,TOR,MIL,True
160,0022300196,2023-11-15,1610612741,1610612753,94,96,97,97,CHI,ORL,True
164,0022300194,2023-11-15,1610612755,1610612738,107,117,93,93,PHI,BOS,True
163,0022300199,2023-11-15,1610612757,1610612739,95,109,94,94,POR,CLE,True
159,0022300195,2023-11-15,1610612749,1610612761,128,112,99,98,MIL,TOR,False
157,0022300192,2023-11-15,1610612742,1610612764,130,117,103,101,DAL,WAS,False
164,0022300194,2023-11-15,1610612738,1610612755,117,107,93,93,BOS,PHI,False
163,0022300199,2023-11-15,1610612739,1610612757,109,95,94,94,CLE,POR,False
162,0022300198,2023-11-15,1610612758,1610612747,125,110,107,109,SAC,LAL,False
161,0022300197,2023-11-15,1610612750,1610612756,115,133,89,91,MIN,PHX,False
160,0022300196,2023-11-15,1610612753,1610612741,96,94,97,97,ORL,CHI,False
162,0022300198,2023-11-15,1610612747,1610612758,110,125,109,107,LAL,SAC,True
161,0022300197,2023-11-15,1610612756,1610612750,133,115,91,89,PHX,MIN,True
166,0022300201,2023-11-16,1610612760,1610612744,128,109,97,98,OKC,GSW,False
165,0022300200,2023-11-16,1610612751,1610612748,115,122,92,91,BKN,MIA,False
166,0022300201,2023-11-16,1610612744,1610612760,109,128,98,97,GSW,OKC,True
