,GameId,Date,TeamId,OppId,TeamScore,OppScore,TeamPoss,OppPoss,Team,Opp,Home
439,0022300412,2023-12-26,1610612762,1610612759,130,118,102,102,UTA,SAS,False
438,0022300409,2023-12-26,1610612754,1610612745,123,117,102,100,IND,HOU,False
436,0022300407,2023-12-26,1610612753,1610612764,127,119,105,105,ORL,WAS,False
435,0022300406,2023-12-26,1610612751,1610612765,118,112,101,100,BKN,DET,False
437,0022300408,2023-12-26,1610612737,1610612741,113,118,98,96,ATL,CHI,False
441,0022300414,2023-12-26,1610612766,1610612746,104,113,98,98,CHA,LAC,False
443,0022300411,2023-12-26,1610612750,1610612760,106,129,100,98,MIN,OKC,False
440,0022300413,2023-12-26,1610612758,1610612757,113,130,96,96,SAC,POR,False
443,0022300411,2023-12-26,1610612760,1610612750,129,106,98,100,OKC,MIN,True
442,0022300410,2023-12-26,1610612740,1610612763,115,116,112,111,NOP,MEM,True
441,0022300414,2023-12-26,1610612746,1610612766,113,104,98,98,LAC,CHA,True
440,0022300413,2023-12-26,1610612757,1610612758,130,113,96,96,POR,SAC,True
439,0022300412,2023-12-26,1610612759,1610612762,118,130,102,102,SAS,UTA,True
438,0022300409,2023-12-26,1610612745,1610612754,117,123,100,102,HOU,IND,True
437,0022300408,2023-12-26,1610612741,1610612737,118,113,96,98,CHI,ATL,True
436,0022300407,2023-12-26,1610612764,1610612753,119,127,105,105,WAS,ORL,True
435,0022300406,2023-12-26,1610612765,1610612751,112,118,100,101,DET,BKN,True
442,0022300410,2023-12-26,1610612763,1610612740,116,115,111,112,MEM,NOP,False
444,0022300415,2023-12-27,1610612755,1610612753,112,92,95,95,PHI,ORL,False
445,0022300416,2023-12-27,1610612761,1610612764,132,102,101,102,TOR,WAS,False
447,0022300418,2023-12-27,1610612756,1610612745,129,113,101,99,PHX,HOU,False
446,0022300417,2023-12-27,1610612749,1610612751,144,122,101,100,MIL,BKN,False
449,0022300420,2023-12-27,1610612742,1610612739,110,113,99,99,DAL,CLE,True
448,0022300419,2023-12-27,1610612760,1610612752,129,120,100,99,OKC,NYK,True
447,0022300418,2023-12-27,1610612745,1610612756,113,129,99,101,HOU,PHX,True
446,0022300417,2023-12-27,1610612751,1610612749,122,144,100,101,BKN,MIL,True
445,0022300416,2023-12-27,1610612764,1610612761,102,132,102,101,WAS,TOR,True
444,0022300415,2023-12-27,1610612753,1610612755,92,112,95,95,ORL,PHI,True
448,0022300419,2023-12-27,1610612752,1610612760,120,129,99,100,NYK,OKC,False
449,0022300420,2023-12-27,1610612739,1610612742,113,110,99,99,CLE,DAL,False
